"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9155,0,0,0
"MOE",0,0,0,0,0,0.5208,0,0
"STRESS",0,0,0,0,0,0,0.9934,0
"ENMO_log",0,0,0,0,0,0,0,0.9788
