"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.158,0,0,0,0,0,0,0
"MOE",0,0.1233,0,0,0.1233,0,0,0
"STRESS",0,0,0.1562,0,0,0,0,0
"ENMO_log",0.1473,0,0,0.1495,0,0,0,0
