"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.4441,0,0,0
"MOE",0,0,0,0,0,0.3301,0,0
"STRESS",0,0,0,0,0,0,0.8729,0
"ENMO_log",0,0,0,0,0,0,0,0.9495
