"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.2469,0.3603,0,0,0,0.4287,0,0
"MOE",0,0.6174,0,0,0,0,0,0
"STRESS",0,0,0.5278,0,0,0,0,0
"ENMO_log",0,0,0,-0.1793,-0.5248,0,0,0
