"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9979,0,0,0
"MOE",0,0,0,0,0,0.5768,0,0
"STRESS",0,0,0,0,0,0,0.7601,0
"ENMO_log",0,0,0,0,0,0,0,0.9984
