"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1587,0,0,0,0,0,0,0
"MOE",0,0.1209,0,0,0.1199,0,0,0
"STRESS",0,0.142,0.1406,0,0,0,0,0
"ENMO_log",0,0,0,0.1598,0,0,0,0
