"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1369,0,0,0,0,0,0,0
"MOE",0,0.1504,0,0,0,0,0,0
"STRESS",0,0.1305,0.1311,0,0,0,0,0
"ENMO_log",0,0,0,0.1391,0,0,0.141,0
