"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.847,0,0,0
"MOE",0,0,0,0,0,0.5391,0,0
"STRESS",0,0,0,0,0,0,0.5012,0
"ENMO_log",0,0,0,0,0,0,0,0.8276
