"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.8236,0,0,0
"MOE",0,0,0,0,0,0.9872,0,0
"STRESS",0,0,0,0,0,0,0.7665,0
"ENMO_log",0,0,0,0,0,0,0,0.8946
