"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.0159,0,0,0,0,0,0,0
"MOE",0,0.4552,-0.2311,-0.2247,0.3068,0,0,0
"STRESS",0,0,0.3888,0,0,0,0,0
"ENMO_log",0,0,0,0.0392,0,0,0,0
