"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.121,0,0,0,0,0,0.1474,0
"MOE",0,0.1629,0,0,0,0,0,0
"STRESS",0,0,0.1367,0,0,0,0,0
"ENMO_log",0,0,0,0.1686,0,0,0,0
