"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1444,0,0,0,0,0,0,0
"MOE",0,0.1294,0,0,0.1404,0,0,0
"STRESS",0,0,0.1633,0,0,0,0,0
"ENMO_log",0,0,0,0.1472,0.1588,0,0,0
