"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1514,0,0,0,0,0,0,0
"MOE",0,0.1194,0,0,0,0,0.1198,0
"STRESS",0,0,0.1515,0,0,0,0,0
"ENMO_log",0,0,0,0.1386,0,0,0,0
