"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.4674,0,0,0
"MOE",0,0,0,0,0,0.9368,0,0
"STRESS",0,0,0,0,0,0,0.4739,0
"ENMO_log",0,0,0,0,0,0,0,0.9417
