"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.6071,0,0,0
"MOE",0,0,0,0,0,0.5486,0,0
"STRESS",0,0,0,0,0,0,0.641,0
"ENMO_log",0,0,0,0,0,0,0,0.9947
