"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.8484,0,0,0
"MOE",0,0,0,0,0,0.5352,0,0
"STRESS",0,0,0,0,0,0,0.513,0
"ENMO_log",0,0,0,0,0,0,0,0.8362
