"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.4544,0,0,0
"MOE",0,0,0,0,0,0.4687,0,0
"STRESS",0,0,0,0,0,0,0.8761,0
"ENMO_log",0,0,0,0,0,0,0,0.963
