"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.2123,0,0,0,0,0,0,0
"MOE",0,0.1107,0,0,0.6423,0,0,0
"STRESS",0,0,0.08,0,0,0,0,0
"ENMO_log",0,0,0,-0.1408,0,0,0,0
