"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.7386,0,0,0
"MOE",0,0,0,0,0,0.4881,0,0
"STRESS",0,0,0,0,0,0,0.8994,0
"ENMO_log",0,0,0,0,0,0,0,0.9512
