"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1159,0,0,0,0,0,0.1172,0
"MOE",0,0.1075,0,0,0.1082,0,0,0
"STRESS",0,0,0.1124,0,0,0,0,0
"ENMO_log",0,0,0,0.1414,0,0,0,0
