"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.7279,0,0,0
"MOE",0,0,0,0,0,0.5417,0,0
"STRESS",0,0,0,0,0,0,0.4586,0
"ENMO_log",0,0,0,0,0,0,0,0.8782
