"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1329,0,0,0,0,0,0.1362,0
"MOE",0,0.1119,0.1156,0,0.1091,0,0,0
"STRESS",0,0,0.1466,0,0,0,0,0
"ENMO_log",0,0,0,0.1459,0,0,0,0
