"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.5216,0,0,0,0,0,0,0
"MOE",0,0.3527,0,0,0,0,0.4699,0
"STRESS",0,0,0.3415,0,0.5461,0,0,0
"ENMO_log",0,0,0,0.349,0,0,0,0
