"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.4486,0,-0.3666,0,0,0,0,0
"MOE",0,0.1462,0,0,0.3292,0,0,0
"STRESS",0,0,0.5272,0,0,0,0,0
"ENMO_log",0,0,0,0.3306,0,0,0,0
