"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9916,0,0,0
"MOE",0,0,0,0,0,0.8691,0,0
"STRESS",0,0,0,0,0,0,0.9125,0
"ENMO_log",0,0,0,0,0,0,0,0.9985
