"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.2765,0,0,0,0,0,0,0
"MOE",0,-0.08,0,0,0.7221,0,0,0
"STRESS",0,-0.4948,-0.1048,0,0,0,0,0
"ENMO_log",0,0,0,-0.1478,0,0,0,0
