"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.5671,0,0,0
"MOE",0,0,0,0,0,0.8531,0,0
"STRESS",0,0,0,0,0,0,0.722,0
"ENMO_log",0,0,0,0,0,0,0,0.8907
