"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9235,0,0,0
"MOE",0,0,0,0,0,0.4944,0,0
"STRESS",0,0,0,0,0,0,0.7491,0
"ENMO_log",0,0,0,0,0,0,0,0.9782
