"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.196,0,0,0
"MOE",0,0,0,0,0,0.6188,0,0
"STRESS",0,0,0,0,0,0,0.7215,0
"ENMO_log",0,0,0,0,0,0,0,0.767
