"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.0714,0,0,0,0,0,0,0.2979
"MOE",0.3392,0.3406,0,0,0,0,0,0
"STRESS",0,0,0.0188,0,0,0,0,0
"ENMO_log",0,0,0,0.279,0,0,0,0
