"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.11,0,0.1079,0,0,0,0,0
"MOE",0,0.1322,0,0,0.1328,0,0,0
"STRESS",0,0,0.1175,0,0,0,0,0
"ENMO_log",0,0,0,0.1251,0,0,0,0
