"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1583,0,0,0,0,0,0,0
"MOE",0,0.1494,0,0,0,0,0,0
"STRESS",0,0,0.1461,0,0,0.1498,0,0
"ENMO_log",0,0,0,0.1616,0,0,0,0
