"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.7627,-0.3953,0,0,0,0.3272,0.1893,0
"MOE",0,0.3615,0,0,0,0,0.3935,0
"STRESS",0,0,0.5312,0,0,0,0,0
"ENMO_log",0,0,0,-0.2627,-0.3835,0,0,0
