"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.458,0,0,0
"MOE",0,0,0,0,0,0.3629,0,0
"STRESS",0,0,0,0,0,0,0.9231,0
"ENMO_log",0,0,0,0,0,0,0,0.9575
