"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1636,0,0,0,0,0.6244,0.2362,0
"MOE",0,0.6214,0,-0.4625,0,0,0,0
"STRESS",0,0,0.159,0,0,0,0,0
"ENMO_log",0,0,0,-0.1924,0,0,0,0
