"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.613,0,0,0
"MOE",0,0,0,0,0,0.547,0,0
"STRESS",0,0,0,0,0,0,0.6561,0
"ENMO_log",0,0,0,0,0,0,0,0.9964
