"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.2788,0,0,0,0,0,0,0
"MOE",0,0.0786,0,0,0.594,0,0,0
"STRESS",0,0,0.2495,0.2367,0,0,0,0
"ENMO_log",0,0,0,-0.401,0,0,0,0
