"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1165,0.1321,0,0,0,0.0941,0,0
"MOE",0,0.1348,0,0,0,0,0,0
"STRESS",0,0,0.1386,0,0,0,0,0
"ENMO_log",0,0,0,0.1581,0.1604,0,0,0
