"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9335,0,0,0
"MOE",0,0,0,0,0,0.7645,0,0
"STRESS",0,0,0,0,0,0,0.9766,0
"ENMO_log",0,0,0,0,0,0,0,0.7775
