"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.42,0,0,0,0,0,0,0
"MOE",0,-0.1132,0,0,0,0,0,0
"STRESS",0,-0.2233,0.4344,0,0,0,0,0
"ENMO_log",0,0,0,-0.0789,0,0,-0.3283,0
