"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9223,0,0,0
"MOE",0,0,0,0,0,0.6254,0,0
"STRESS",0,0,0,0,0,0,0.8692,0
"ENMO_log",0,0,0,0,0,0,0,0.8392
