"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.6362,0,0,0
"MOE",0,0,0,0,0,0.8277,0,0
"STRESS",0,0,0,0,0,0,0.8621,0
"ENMO_log",0,0,0,0,0,0,0,0.5999
