"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1459,0,0,0,0,0,0,0
"MOE",0,0.1364,0,0,0.137,0,0,0
"STRESS",0,0,0.1398,0,0,0,0,0
"ENMO_log",0,0,0,0.1458,0,0,0,0
