"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",-0.0465,0,0,0,0,0,0.6862,0
"MOE",0,0.0144,0,0,0,0,0,0
"STRESS",0,0,0,0,0,0,0,0
"ENMO_log",0,0,0,-0.0013,0,0,0,0
