"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.3359,0,0,0,0,0.4821,0,0
"MOE",0,0.2812,0,0,0,0,0,0
"STRESS",0,0,-0.0776,0,0.3496,0,0,0
"ENMO_log",0.2771,-0.4394,0,-0.3118,0,-0.3438,0.289,0
