"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.7809,0,0,0
"MOE",0,0,0,0,0,0.3466,0,0
"STRESS",0,0,0,0,0,0,0.9673,0
"ENMO_log",0,0,0,0,0,0,0,0.8826
