"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1809,0,0,0,0,0,0.5347,0
"MOE",0,0.1024,0,0,0.6373,0,0,0
"STRESS",0,0,0.5864,0,0,0,0,0
"ENMO_log",0,0,0,0.0598,0,0,0,0
