"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9549,0,0,0
"MOE",0,0,0,0,0,0.5541,0,0
"STRESS",0,0,0,0,0,0,0.9936,0
"ENMO_log",0,0,0,0,0,0,0,0.9802
