"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.0986,0,0,0,0,0,0,0
"MOE",0,0.1107,0,0,0.1114,0,0,0
"STRESS",0,0,0.1368,0,0,0,0,0
"ENMO_log",0,0,0,0.1428,0,0,0,0
