"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.998,0,0,0
"MOE",0,0,0,0,0,0.5985,0,0
"STRESS",0,0,0,0,0,0,0.8468,0
"ENMO_log",0,0,0,0,0,0,0,0.9985
