"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.9997,0,0,0
"MOE",0,0,0,0,0,0.5866,0,0
"STRESS",0,0,0,0,0,0,0.8488,0
"ENMO_log",0,0,0,0,0,0,0,0.9985
