"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.0888,0,0,0,0,0,0.4791,0
"MOE",0,-0.1474,0.3031,0,0.6184,0,0,0
"STRESS",0,0,0.1824,0,0,0,0,0
"ENMO_log",0,0,0,-0.1847,0,0,0,0
