"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1588,0,0,0,0,0,0,0.1558
"MOE",0.1439,0.1411,0,0,0,0,0,0
"STRESS",0,0,0.1665,0,0,0,0,0
"ENMO_log",0,0,0,0.1654,0,0,0,0
