"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1574,0,0,0,0,0,0,0
"MOE",0,9e-04,0,0,0.4859,0,0,0
"STRESS",0,0,0.2236,0,0,0.4039,0,0
"ENMO_log",0,0,0,0.0776,0,0,0,0
