"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1059,0,0.3439,0,0,0.5346,0,0
"MOE",0,0.237,0,0,0,0,0,0
"STRESS",0,0,-2e-04,0.4038,0.6309,0,0,0
"ENMO_log",0,0,0,-0.1944,0,0,0,0
