"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0,0,0,0,0.4956,0,0,0
"MOE",0,0,0,0,0,0.9438,0,0
"STRESS",0,0,0,0,0,0,0.4624,0
"ENMO_log",0,0,0,0,0,0,0,0.9622
