"","PIJNlag","MOElag","STRESSlag","ENMO_loglag","PIJN","MOE","STRESS","ENMO_log"
"PIJN",0.1437,0,0,0,0,0,0,0
"MOE",0,0.1226,0,0,0.1221,0,0,0
"STRESS",0,0,0.1438,0,0,0,0,0
"ENMO_log",0,0.1327,0.1379,0.1377,0,0,0,0
