"b","edge","from","to","weight"
29,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.078
29,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.187
29,"ENMO_log__to__MOE","ENMO_log","MOE",-0.128
29,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.028
29,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.183
30,"PIJN__to__PIJN","PIJN","PIJN",0.306
30,"PIJN__to__MOE","PIJN","MOE",0.018
30,"PIJN__to__STRESS","PIJN","STRESS",0.046
30,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.019
30,"MOE__to__PIJN","MOE","PIJN",0.031
30,"MOE__to__MOE","MOE","MOE",0.306
30,"MOE__to__STRESS","MOE","STRESS",-0.061
30,"MOE__to__ENMO_log","MOE","ENMO_log",0.026
30,"STRESS__to__PIJN","STRESS","PIJN",0.094
30,"STRESS__to__MOE","STRESS","MOE",0.097
30,"STRESS__to__STRESS","STRESS","STRESS",0.382
30,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.173
30,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.049
30,"ENMO_log__to__MOE","ENMO_log","MOE",-0.079
30,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.067
30,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.124
31,"PIJN__to__PIJN","PIJN","PIJN",0.36
31,"PIJN__to__MOE","PIJN","MOE",0.14
31,"PIJN__to__STRESS","PIJN","STRESS",0.053
31,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.083
31,"MOE__to__PIJN","MOE","PIJN",0.151
31,"MOE__to__MOE","MOE","MOE",0.314
31,"MOE__to__STRESS","MOE","STRESS",-0.031
31,"MOE__to__ENMO_log","MOE","ENMO_log",-0.156
31,"STRESS__to__PIJN","STRESS","PIJN",0.008
31,"STRESS__to__MOE","STRESS","MOE",-0.001
31,"STRESS__to__STRESS","STRESS","STRESS",0.344
31,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.041
31,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.019
31,"ENMO_log__to__MOE","ENMO_log","MOE",-0.186
31,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.025
31,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.158
32,"PIJN__to__PIJN","PIJN","PIJN",0.387
32,"PIJN__to__MOE","PIJN","MOE",0.027
32,"PIJN__to__STRESS","PIJN","STRESS",-0.008
32,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.025
32,"MOE__to__PIJN","MOE","PIJN",0.04
32,"MOE__to__MOE","MOE","MOE",0.331
32,"MOE__to__STRESS","MOE","STRESS",-0.04
32,"MOE__to__ENMO_log","MOE","ENMO_log",-0.003
32,"STRESS__to__PIJN","STRESS","PIJN",0.063
32,"STRESS__to__MOE","STRESS","MOE",0.043
32,"STRESS__to__STRESS","STRESS","STRESS",0.317
32,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.027
32,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.044
32,"ENMO_log__to__MOE","ENMO_log","MOE",-0.126
32,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.064
32,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.154
33,"PIJN__to__PIJN","PIJN","PIJN",0.313
33,"PIJN__to__MOE","PIJN","MOE",0.049
33,"PIJN__to__STRESS","PIJN","STRESS",-0.002
33,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.028
33,"MOE__to__PIJN","MOE","PIJN",0.012
33,"MOE__to__MOE","MOE","MOE",0.235
33,"MOE__to__STRESS","MOE","STRESS",-0.107
33,"MOE__to__ENMO_log","MOE","ENMO_log",0.012
33,"STRESS__to__PIJN","STRESS","PIJN",0.09
33,"STRESS__to__MOE","STRESS","MOE",0.052
33,"STRESS__to__STRESS","STRESS","STRESS",0.339
33,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.082
33,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.044
33,"ENMO_log__to__MOE","ENMO_log","MOE",-0.086
33,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.039
33,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.072
34,"PIJN__to__PIJN","PIJN","PIJN",0.405
34,"PIJN__to__MOE","PIJN","MOE",-0.018
34,"PIJN__to__STRESS","PIJN","STRESS",0.027
34,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.018
34,"MOE__to__PIJN","MOE","PIJN",-0.021
34,"MOE__to__MOE","MOE","MOE",0.362
34,"MOE__to__STRESS","MOE","STRESS",-0.035
34,"MOE__to__ENMO_log","MOE","ENMO_log",-0.061
34,"STRESS__to__PIJN","STRESS","PIJN",0.038
34,"STRESS__to__MOE","STRESS","MOE",0.075
34,"STRESS__to__STRESS","STRESS","STRESS",0.27
34,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.169
34,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.002
34,"ENMO_log__to__MOE","ENMO_log","MOE",-0.154
34,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.061
34,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.215
35,"PIJN__to__PIJN","PIJN","PIJN",0.37
35,"PIJN__to__MOE","PIJN","MOE",0.125
35,"PIJN__to__STRESS","PIJN","STRESS",0.078
35,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.048
35,"MOE__to__PIJN","MOE","PIJN",-0.049
35,"MOE__to__MOE","MOE","MOE",0.283
35,"MOE__to__STRESS","MOE","STRESS",-0.066
35,"MOE__to__ENMO_log","MOE","ENMO_log",-0.064
35,"STRESS__to__PIJN","STRESS","PIJN",0.106
35,"STRESS__to__MOE","STRESS","MOE",-0.017
35,"STRESS__to__STRESS","STRESS","STRESS",0.371
35,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.034
35,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.071
35,"ENMO_log__to__MOE","ENMO_log","MOE",-0.19
35,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.024
35,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.053
36,"PIJN__to__PIJN","PIJN","PIJN",0.369
36,"PIJN__to__MOE","PIJN","MOE",0.035
36,"PIJN__to__STRESS","PIJN","STRESS",0.014
36,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.036
36,"MOE__to__PIJN","MOE","PIJN",0.034
36,"MOE__to__MOE","MOE","MOE",0.321
36,"MOE__to__STRESS","MOE","STRESS",-0.053
36,"MOE__to__ENMO_log","MOE","ENMO_log",-0.055
36,"STRESS__to__PIJN","STRESS","PIJN",0.094
36,"STRESS__to__MOE","STRESS","MOE",0.081
36,"STRESS__to__STRESS","STRESS","STRESS",0.397
36,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.087
36,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.029
36,"ENMO_log__to__MOE","ENMO_log","MOE",-0.089
36,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.028
36,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.114
37,"PIJN__to__PIJN","PIJN","PIJN",0.346
37,"PIJN__to__MOE","PIJN","MOE",0.031
37,"PIJN__to__STRESS","PIJN","STRESS",0.022
37,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.006
37,"MOE__to__PIJN","MOE","PIJN",0.036
37,"MOE__to__MOE","MOE","MOE",0.281
37,"MOE__to__STRESS","MOE","STRESS",-0.068
37,"MOE__to__ENMO_log","MOE","ENMO_log",-0.04
37,"STRESS__to__PIJN","STRESS","PIJN",0.121
37,"STRESS__to__MOE","STRESS","MOE",0.102
37,"STRESS__to__STRESS","STRESS","STRESS",0.344
37,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.022
37,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.056
37,"ENMO_log__to__MOE","ENMO_log","MOE",-0.062
37,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.004
37,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.138
38,"PIJN__to__PIJN","PIJN","PIJN",0.354
38,"PIJN__to__MOE","PIJN","MOE",0.049
38,"PIJN__to__STRESS","PIJN","STRESS",0.038
38,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.037
38,"MOE__to__PIJN","MOE","PIJN",0.013
38,"MOE__to__MOE","MOE","MOE",0.295
38,"MOE__to__STRESS","MOE","STRESS",-0.075
38,"MOE__to__ENMO_log","MOE","ENMO_log",-0.061
38,"STRESS__to__PIJN","STRESS","PIJN",0.102
38,"STRESS__to__MOE","STRESS","MOE",0.056
38,"STRESS__to__STRESS","STRESS","STRESS",0.349
38,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.02
38,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.151
38,"ENMO_log__to__MOE","ENMO_log","MOE",-0.216
38,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.055
38,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.148
39,"PIJN__to__PIJN","PIJN","PIJN",0.365
39,"PIJN__to__MOE","PIJN","MOE",0.047
39,"PIJN__to__STRESS","PIJN","STRESS",0.003
39,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.055
39,"MOE__to__PIJN","MOE","PIJN",0.015
39,"MOE__to__MOE","MOE","MOE",0.293
39,"MOE__to__STRESS","MOE","STRESS",-0.095
39,"MOE__to__ENMO_log","MOE","ENMO_log",-0.07
39,"STRESS__to__PIJN","STRESS","PIJN",0.079
39,"STRESS__to__MOE","STRESS","MOE",0.075
39,"STRESS__to__STRESS","STRESS","STRESS",0.411
39,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.072
39,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.014
39,"ENMO_log__to__MOE","ENMO_log","MOE",-0.117
39,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.017
39,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.012
40,"PIJN__to__PIJN","PIJN","PIJN",0.32
40,"PIJN__to__MOE","PIJN","MOE",0.046
40,"PIJN__to__STRESS","PIJN","STRESS",0.054
40,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.034
40,"MOE__to__PIJN","MOE","PIJN",-0.048
40,"MOE__to__MOE","MOE","MOE",0.3
40,"MOE__to__STRESS","MOE","STRESS",-0.078
40,"MOE__to__ENMO_log","MOE","ENMO_log",0.018
40,"STRESS__to__PIJN","STRESS","PIJN",0.084
40,"STRESS__to__MOE","STRESS","MOE",0.05
40,"STRESS__to__STRESS","STRESS","STRESS",0.334
40,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.052
40,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.074
40,"ENMO_log__to__MOE","ENMO_log","MOE",-0.118
40,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.04
40,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.181
41,"PIJN__to__PIJN","PIJN","PIJN",0.278
41,"PIJN__to__MOE","PIJN","MOE",0.012
41,"PIJN__to__STRESS","PIJN","STRESS",-0.052
41,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.056
41,"MOE__to__PIJN","MOE","PIJN",0.048
41,"MOE__to__MOE","MOE","MOE",0.265
41,"MOE__to__STRESS","MOE","STRESS",0.003
41,"MOE__to__ENMO_log","MOE","ENMO_log",-0.075
41,"STRESS__to__PIJN","STRESS","PIJN",0.116
41,"STRESS__to__MOE","STRESS","MOE",0.08
41,"STRESS__to__STRESS","STRESS","STRESS",0.302
41,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.032
41,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.094
41,"ENMO_log__to__MOE","ENMO_log","MOE",-0.159
41,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.051
41,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.173
42,"PIJN__to__PIJN","PIJN","PIJN",0.287
42,"PIJN__to__MOE","PIJN","MOE",0.016
42,"PIJN__to__STRESS","PIJN","STRESS",-0.023
42,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.027
42,"MOE__to__PIJN","MOE","PIJN",0.097
42,"MOE__to__MOE","MOE","MOE",0.299
42,"MOE__to__STRESS","MOE","STRESS",-0.023
42,"MOE__to__ENMO_log","MOE","ENMO_log",0.032
42,"STRESS__to__PIJN","STRESS","PIJN",0.094
42,"STRESS__to__MOE","STRESS","MOE",0.055
42,"STRESS__to__STRESS","STRESS","STRESS",0.338
42,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.03
42,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.021
42,"ENMO_log__to__MOE","ENMO_log","MOE",-0.192
42,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.075
42,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.092
43,"PIJN__to__PIJN","PIJN","PIJN",0.365
43,"PIJN__to__MOE","PIJN","MOE",0.075
43,"PIJN__to__STRESS","PIJN","STRESS",0.021
43,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.024
43,"MOE__to__PIJN","MOE","PIJN",-0.005
43,"MOE__to__MOE","MOE","MOE",0.319
43,"MOE__to__STRESS","MOE","STRESS",-0.03
43,"MOE__to__ENMO_log","MOE","ENMO_log",-0.073
43,"STRESS__to__PIJN","STRESS","PIJN",0.111
43,"STRESS__to__MOE","STRESS","MOE",0.081
43,"STRESS__to__STRESS","STRESS","STRESS",0.316
43,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.16
43,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.048
43,"ENMO_log__to__MOE","ENMO_log","MOE",-0.085
43,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.032
43,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.196
44,"PIJN__to__PIJN","PIJN","PIJN",0.308
44,"PIJN__to__MOE","PIJN","MOE",-0.019
44,"PIJN__to__STRESS","PIJN","STRESS",0.059
44,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.031
44,"MOE__to__PIJN","MOE","PIJN",0.048
44,"MOE__to__MOE","MOE","MOE",0.338
44,"MOE__to__STRESS","MOE","STRESS",-0.039
44,"MOE__to__ENMO_log","MOE","ENMO_log",-0.006
44,"STRESS__to__PIJN","STRESS","PIJN",0.151
44,"STRESS__to__MOE","STRESS","MOE",0.085
44,"STRESS__to__STRESS","STRESS","STRESS",0.317
44,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.069
44,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.118
44,"ENMO_log__to__MOE","ENMO_log","MOE",-0.198
44,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.011
44,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.16
45,"PIJN__to__PIJN","PIJN","PIJN",0.382
45,"PIJN__to__MOE","PIJN","MOE",0.121
45,"PIJN__to__STRESS","PIJN","STRESS",0.077
45,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.021
45,"MOE__to__PIJN","MOE","PIJN",-0.013
45,"MOE__to__MOE","MOE","MOE",0.193
45,"MOE__to__STRESS","MOE","STRESS",-0.132
45,"MOE__to__ENMO_log","MOE","ENMO_log",-0.11
45,"STRESS__to__PIJN","STRESS","PIJN",0.05
45,"STRESS__to__MOE","STRESS","MOE",0.059
45,"STRESS__to__STRESS","STRESS","STRESS",0.325
45,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.085
45,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.024
45,"ENMO_log__to__MOE","ENMO_log","MOE",-0.056
45,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.014
45,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.112
46,"PIJN__to__PIJN","PIJN","PIJN",0.313
46,"PIJN__to__MOE","PIJN","MOE",0.036
46,"PIJN__to__STRESS","PIJN","STRESS",0.01
46,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.087
46,"MOE__to__PIJN","MOE","PIJN",0.06
46,"MOE__to__MOE","MOE","MOE",0.304
46,"MOE__to__STRESS","MOE","STRESS",-0.033
46,"MOE__to__ENMO_log","MOE","ENMO_log",0.016
46,"STRESS__to__PIJN","STRESS","PIJN",0.078
46,"STRESS__to__MOE","STRESS","MOE",0.043
46,"STRESS__to__STRESS","STRESS","STRESS",0.429
46,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.074
46,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.046
46,"ENMO_log__to__MOE","ENMO_log","MOE",-0.121
46,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.032
46,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.087
47,"PIJN__to__PIJN","PIJN","PIJN",0.307
47,"PIJN__to__MOE","PIJN","MOE",0.018
47,"PIJN__to__STRESS","PIJN","STRESS",0.022
47,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.041
47,"MOE__to__PIJN","MOE","PIJN",0.023
47,"MOE__to__MOE","MOE","MOE",0.295
47,"MOE__to__STRESS","MOE","STRESS",-0.023
47,"MOE__to__ENMO_log","MOE","ENMO_log",0.012
47,"STRESS__to__PIJN","STRESS","PIJN",0.174
47,"STRESS__to__MOE","STRESS","MOE",0.105
47,"STRESS__to__STRESS","STRESS","STRESS",0.312
47,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.125
47,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.125
47,"ENMO_log__to__MOE","ENMO_log","MOE",-0.241
47,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.077
47,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.064
48,"PIJN__to__PIJN","PIJN","PIJN",0.457
48,"PIJN__to__MOE","PIJN","MOE",0.119
48,"PIJN__to__STRESS","PIJN","STRESS",0.074
48,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.018
48,"MOE__to__PIJN","MOE","PIJN",0.009
48,"MOE__to__MOE","MOE","MOE",0.217
48,"MOE__to__STRESS","MOE","STRESS",-0.131
48,"MOE__to__ENMO_log","MOE","ENMO_log",-0.064
48,"STRESS__to__PIJN","STRESS","PIJN",0.083
48,"STRESS__to__MOE","STRESS","MOE",0.091
48,"STRESS__to__STRESS","STRESS","STRESS",0.347
48,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.077
48,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.051
48,"ENMO_log__to__MOE","ENMO_log","MOE",-0.037
48,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.004
48,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.183
49,"PIJN__to__PIJN","PIJN","PIJN",0.343
49,"PIJN__to__MOE","PIJN","MOE",0.109
49,"PIJN__to__STRESS","PIJN","STRESS",0.091
49,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.077
49,"MOE__to__PIJN","MOE","PIJN",0.036
49,"MOE__to__MOE","MOE","MOE",0.25
49,"MOE__to__STRESS","MOE","STRESS",-0.097
49,"MOE__to__ENMO_log","MOE","ENMO_log",0.012
49,"STRESS__to__PIJN","STRESS","PIJN",0.137
49,"STRESS__to__MOE","STRESS","MOE",0.074
49,"STRESS__to__STRESS","STRESS","STRESS",0.362
49,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.003
49,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.016
49,"ENMO_log__to__MOE","ENMO_log","MOE",-0.098
49,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.013
49,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.107
50,"PIJN__to__PIJN","PIJN","PIJN",0.32
50,"PIJN__to__MOE","PIJN","MOE",0.101
50,"PIJN__to__STRESS","PIJN","STRESS",0.048
50,"PIJN__to__ENMO_log","PIJN","ENMO_log",0
50,"MOE__to__PIJN","MOE","PIJN",0.07
50,"MOE__to__MOE","MOE","MOE",0.315
50,"MOE__to__STRESS","MOE","STRESS",0.032
50,"MOE__to__ENMO_log","MOE","ENMO_log",-0.015
50,"STRESS__to__PIJN","STRESS","PIJN",0.114
50,"STRESS__to__MOE","STRESS","MOE",0.008
50,"STRESS__to__STRESS","STRESS","STRESS",0.246
50,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.059
50,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.058
50,"ENMO_log__to__MOE","ENMO_log","MOE",-0.314
50,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.076
50,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.092
51,"PIJN__to__PIJN","PIJN","PIJN",0.416
51,"PIJN__to__MOE","PIJN","MOE",0.099
51,"PIJN__to__STRESS","PIJN","STRESS",0.091
51,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.013
51,"MOE__to__PIJN","MOE","PIJN",0.012
51,"MOE__to__MOE","MOE","MOE",0.258
51,"MOE__to__STRESS","MOE","STRESS",-0.109
51,"MOE__to__ENMO_log","MOE","ENMO_log",-0.03
51,"STRESS__to__PIJN","STRESS","PIJN",0.076
51,"STRESS__to__MOE","STRESS","MOE",0.029
51,"STRESS__to__STRESS","STRESS","STRESS",0.353
51,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.031
51,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.063
51,"ENMO_log__to__MOE","ENMO_log","MOE",-0.173
51,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.031
51,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.142
52,"PIJN__to__PIJN","PIJN","PIJN",0.375
52,"PIJN__to__MOE","PIJN","MOE",0.033
52,"PIJN__to__STRESS","PIJN","STRESS",0.024
52,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.025
52,"MOE__to__PIJN","MOE","PIJN",0.008
52,"MOE__to__MOE","MOE","MOE",0.374
52,"MOE__to__STRESS","MOE","STRESS",0.01
52,"MOE__to__ENMO_log","MOE","ENMO_log",-0.046
52,"STRESS__to__PIJN","STRESS","PIJN",0.034
52,"STRESS__to__MOE","STRESS","MOE",-0.001
52,"STRESS__to__STRESS","STRESS","STRESS",0.355
52,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.068
52,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.167
52,"ENMO_log__to__MOE","ENMO_log","MOE",-0.307
52,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.067
52,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.209
53,"PIJN__to__PIJN","PIJN","PIJN",0.341
53,"PIJN__to__MOE","PIJN","MOE",0.072
53,"PIJN__to__STRESS","PIJN","STRESS",-0.012
53,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.024
53,"MOE__to__PIJN","MOE","PIJN",0.002
53,"MOE__to__MOE","MOE","MOE",0.24
53,"MOE__to__STRESS","MOE","STRESS",-0.123
53,"MOE__to__ENMO_log","MOE","ENMO_log",-0.086
53,"STRESS__to__PIJN","STRESS","PIJN",0.067
53,"STRESS__to__MOE","STRESS","MOE",0.087
53,"STRESS__to__STRESS","STRESS","STRESS",0.276
53,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.104
53,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.092
53,"ENMO_log__to__MOE","ENMO_log","MOE",-0.094
53,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.007
53,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.238
54,"PIJN__to__PIJN","PIJN","PIJN",0.251
54,"PIJN__to__MOE","PIJN","MOE",-0.043
54,"PIJN__to__STRESS","PIJN","STRESS",-0.018
54,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.08
54,"MOE__to__PIJN","MOE","PIJN",0.051
54,"MOE__to__MOE","MOE","MOE",0.272
54,"MOE__to__STRESS","MOE","STRESS",-0.014
54,"MOE__to__ENMO_log","MOE","ENMO_log",0.045
54,"STRESS__to__PIJN","STRESS","PIJN",0.133
54,"STRESS__to__MOE","STRESS","MOE",0.116
54,"STRESS__to__STRESS","STRESS","STRESS",0.405
54,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.029
54,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.249
54,"ENMO_log__to__MOE","ENMO_log","MOE",-0.187
54,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.073
54,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.002
55,"PIJN__to__PIJN","PIJN","PIJN",0.362
55,"PIJN__to__MOE","PIJN","MOE",-0.009
55,"PIJN__to__STRESS","PIJN","STRESS",-0.018
55,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.047
55,"MOE__to__PIJN","MOE","PIJN",0.056
55,"MOE__to__MOE","MOE","MOE",0.403
55,"MOE__to__STRESS","MOE","STRESS",-0.023
55,"MOE__to__ENMO_log","MOE","ENMO_log",-0.058
55,"STRESS__to__PIJN","STRESS","PIJN",0.051
55,"STRESS__to__MOE","STRESS","MOE",0.037
55,"STRESS__to__STRESS","STRESS","STRESS",0.352
55,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.099
55,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.097
55,"ENMO_log__to__MOE","ENMO_log","MOE",-0.206
55,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.023
55,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.218
56,"PIJN__to__PIJN","PIJN","PIJN",0.364
56,"PIJN__to__MOE","PIJN","MOE",0.099
56,"PIJN__to__STRESS","PIJN","STRESS",0.103
56,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.01
56,"MOE__to__PIJN","MOE","PIJN",0.027
56,"MOE__to__MOE","MOE","MOE",0.288
56,"MOE__to__STRESS","MOE","STRESS",-0.077
56,"MOE__to__ENMO_log","MOE","ENMO_log",-0.053
56,"STRESS__to__PIJN","STRESS","PIJN",0.063
56,"STRESS__to__MOE","STRESS","MOE",0.052
56,"STRESS__to__STRESS","STRESS","STRESS",0.273
56,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.068
56,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.127
56,"ENMO_log__to__MOE","ENMO_log","MOE",-0.177
56,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
56,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.229
57,"PIJN__to__PIJN","PIJN","PIJN",0.421
57,"PIJN__to__MOE","PIJN","MOE",0.105
57,"PIJN__to__STRESS","PIJN","STRESS",0.05
57,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.027
57,"MOE__to__PIJN","MOE","PIJN",-0.013
57,"MOE__to__MOE","MOE","MOE",0.303
57,"MOE__to__STRESS","MOE","STRESS",-0.041
57,"MOE__to__ENMO_log","MOE","ENMO_log",-0.126
57,"STRESS__to__PIJN","STRESS","PIJN",0.063
57,"STRESS__to__MOE","STRESS","MOE",0.024
57,"STRESS__to__STRESS","STRESS","STRESS",0.344
57,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.099
57,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.019
57,"ENMO_log__to__MOE","ENMO_log","MOE",-0.101
57,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.033
57,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.13
58,"PIJN__to__PIJN","PIJN","PIJN",0.403
58,"PIJN__to__MOE","PIJN","MOE",0.137
58,"PIJN__to__STRESS","PIJN","STRESS",0.024
58,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.045
58,"MOE__to__PIJN","MOE","PIJN",0.02
58,"MOE__to__MOE","MOE","MOE",0.239
58,"MOE__to__STRESS","MOE","STRESS",-0.058
58,"MOE__to__ENMO_log","MOE","ENMO_log",-0.149
